Reporte detallado item 1: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1
Reporte detallado item 952: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 952
Reporte detallado item 953: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 953
Reporte detallado item 954: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 954
Reporte detallado item 955: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 955
Reporte detallado item 956: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 956
Reporte detallado item 957: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 957
Reporte detallado item 958: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 958
Reporte detallado item 959: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 959
Reporte detallado item 960: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 960
Reporte detallado item 961: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 961
Reporte detallado item 962: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 962
Reporte detallado item 963: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 963
Reporte detallado item 964: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 964
Reporte detallado item 965: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 965
Reporte detallado item 966: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 966
Reporte detallado item 967: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 967
Reporte detallado item 968: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 968
Reporte detallado item 969: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 969
Reporte detallado item 970: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 970
Reporte detallado item 971: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 971
Reporte detallado item 972: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 972
Reporte detallado item 973: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 973
Reporte detallado item 974: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 974
Reporte detallado item 975: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 975
Reporte detallado item 976: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 976
Reporte detallado item 977: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 977
Reporte detallado item 978: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 978
Reporte detallado item 979: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 979
Reporte detallado item 980: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 980
Reporte detallado item 981: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 981
Reporte detallado item 982: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 982
Reporte detallado item 983: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 983
Reporte detallado item 984: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 984
Reporte detallado item 985: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 985
Reporte detallado item 986: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 986
Reporte detallado item 987: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 987
Reporte detallado item 988: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 988
Reporte detallado item 989: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 989
Reporte detallado item 990: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 990
Reporte detallado item 991: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 991
Reporte detallado item 992: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 992
Reporte detallado item 993: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 993
Reporte detallado item 994: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 994
Reporte detallado item 995: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 995
Reporte detallado item 996: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 996
Reporte detallado item 997: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 997
Reporte detallado item 998: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 998
Reporte detallado item 999: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 999
Reporte detallado item 1000: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1000
Reporte detallado item 1001: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1001
Reporte detallado item 1002: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1002
Reporte detallado item 1003: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1003
Reporte detallado item 1004: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1004
Reporte detallado item 1005: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1005
Reporte detallado item 1006: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1006
Reporte detallado item 1007: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1007
Reporte detallado item 1008: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1008
Reporte detallado item 1009: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1009
Reporte detallado item 1010: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1010
Reporte detallado item 1011: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1011
Reporte detallado item 1012: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1012
Reporte detallado item 1013: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1013
Reporte detallado item 1014: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1014
Reporte detallado item 1015: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1015
Reporte detallado item 1016: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1016
Reporte detallado item 1017: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1017
Reporte detallado item 1018: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1018
Reporte detallado item 1019: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1019
Reporte detallado item 1020: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1020
Reporte detallado item 1021: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1021
Reporte detallado item 1022: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1022
Reporte detallado item 1023: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1023
Reporte detallado item 1024: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1024
Reporte detallado item 1025: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1025
Reporte detallado item 1026: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1026
Reporte detallado item 1027: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1027
Reporte detallado item 1028: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1028
Reporte detallado item 1029: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1029
Reporte detallado item 1030: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1030
Reporte detallado item 1031: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1031
Reporte detallado item 1032: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1032
Reporte detallado item 1033: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1033
Reporte detallado item 1034: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1034
Reporte detallado item 1035: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1035
Reporte detallado item 1036: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1036
Reporte detallado item 1037: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1037
Reporte detallado item 1038: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1038
Reporte detallado item 1039: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1039
Reporte detallado item 1040: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1040
Reporte detallado item 1041: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1041
Reporte detallado item 1042: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1042
Reporte detallado item 1043: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1043
Reporte detallado item 1044: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1044
Reporte detallado item 1045: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1045
Reporte detallado item 1046: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1046
Reporte detallado item 1047: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1047
Reporte detallado item 1048: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1048
Reporte detallado item 1049: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1049
Reporte detallado item 1050: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1050
Reporte detallado item 1051: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1051
Reporte detallado item 1052: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1052
Reporte detallado item 1053: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1053
Reporte detallado item 1054: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1054
Reporte detallado item 1055: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1055
Reporte detallado item 1056: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1056
Reporte detallado item 1057: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1057
Reporte detallado item 1058: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1058
Reporte detallado item 1059: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1059
Reporte detallado item 1060: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1060
Reporte detallado item 1061: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1061
Reporte detallado item 1062: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1062
Reporte detallado item 1063: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1063
Reporte detallado item 1064: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1064
Reporte detallado item 1065: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1065
Reporte detallado item 1066: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1066
Reporte detallado item 1067: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1067
Reporte detallado item 1068: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1068
Reporte detallado item 1069: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1069
Reporte detallado item 1070: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1070
Reporte detallado item 1071: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1071
Reporte detallado item 1072: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1072
Reporte detallado item 1073: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1073
Reporte detallado item 1074: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1074
Reporte detallado item 1075: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1075
Reporte detallado item 1076: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1076
Reporte detallado item 1077: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1077
Reporte detallado item 1078: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1078
Reporte detallado item 1079: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1079
Reporte detallado item 1080: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1080
Reporte detallado item 1081: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1081
Reporte detallado item 1082: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1082
Reporte detallado item 1083: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1083
Reporte detallado item 1084: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1084
Reporte detallado item 1085: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1085
Reporte detallado item 1086: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1086
Reporte detallado item 1087: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1087
Reporte detallado item 1088: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1088
Reporte detallado item 1089: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1089
Reporte detallado item 1090: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1090
Reporte detallado item 1091: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1091
Reporte detallado item 1092: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1092
Reporte detallado item 1093: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1093
Reporte detallado item 1094: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1094
Reporte detallado item 1095: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1095
Reporte detallado item 1096: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1096
Reporte detallado item 1097: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1097
Reporte detallado item 1098: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1098
Reporte detallado item 1099: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1099
Reporte detallado item 1100: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1100
Reporte detallado item 1101: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1101
Reporte detallado item 1102: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1102
Reporte detallado item 1103: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1103
Reporte detallado item 1104: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1104
Reporte detallado item 1105: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1105
Reporte detallado item 1106: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1106
Reporte detallado item 1107: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1107
Reporte detallado item 1108: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1108
Reporte detallado item 1109: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1109
Reporte detallado item 1110: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1110
Reporte detallado item 1111: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1111
Reporte detallado item 1112: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1112
Reporte detallado item 1113: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1113
Reporte detallado item 1114: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1114
Reporte detallado item 1115: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1115
Reporte detallado item 1116: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1116
Reporte detallado item 1117: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1117
Reporte detallado item 1118: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1118
Reporte detallado item 1119: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1119
Reporte detallado item 1120: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1120
Reporte detallado item 1121: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1121
Reporte detallado item 1122: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1122
Reporte detallado item 1123: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1123
Reporte detallado item 1124: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1124
Reporte detallado item 1125: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1125
Reporte detallado item 1126: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1126
Reporte detallado item 1127: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1127
Reporte detallado item 1128: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1128
Reporte detallado item 1129: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1129
Reporte detallado item 1130: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1130
Reporte detallado item 1131: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1131
Reporte detallado item 1132: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1132
Reporte detallado item 1133: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1133
Reporte detallado item 1134: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1134
Reporte detallado item 1135: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1135
Reporte detallado item 1136: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1136
Reporte detallado item 1137: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1137
Reporte detallado item 1138: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1138
Reporte detallado item 1139: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1139
Reporte detallado item 1140: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1140
Reporte detallado item 1141: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1141
Reporte detallado item 1142: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1142
Reporte detallado item 1143: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1143
Reporte detallado item 1144: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1144
Reporte detallado item 1145: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1145
Reporte detallado item 1146: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1146
Reporte detallado item 1147: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1147
Reporte detallado item 1148: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1148
Reporte detallado item 1149: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1149
Reporte detallado item 1150: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1150
Reporte detallado item 1151: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1151
Reporte detallado item 1152: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1152
Reporte detallado item 1153: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1153
Reporte detallado item 1154: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1154
Reporte detallado item 1155: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1155
Reporte detallado item 1156: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1156
Reporte detallado item 1157: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1157
Reporte detallado item 1158: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1158
Reporte detallado item 1159: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1159
Reporte detallado item 1160: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1160
Reporte detallado item 1161: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1161
Reporte detallado item 1162: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1162
Reporte detallado item 1163: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1163
Reporte detallado item 1164: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1164
Reporte detallado item 1165: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1165
Reporte detallado item 1166: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1166
Reporte detallado item 1167: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1167
Reporte detallado item 1168: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1168
Reporte detallado item 1169: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1169
Reporte detallado item 1170: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1170
Reporte detallado item 1171: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1171
Reporte detallado item 1172: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1172
Reporte detallado item 1173: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1173
Reporte detallado item 1174: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1174
Reporte detallado item 1175: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1175
Reporte detallado item 1176: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1176
Reporte detallado item 1177: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1177
Reporte detallado item 1178: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1178
Reporte detallado item 1179: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1179
Reporte detallado item 1180: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1180
Reporte detallado item 1181: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1181
Reporte detallado item 1182: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1182
Reporte detallado item 1183: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1183
Reporte detallado item 1184: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1184
Reporte detallado item 1185: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1185
Reporte detallado item 1186: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1186
Reporte detallado item 1187: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1187
Reporte detallado item 1188: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1188
Reporte detallado item 1189: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1189
Reporte detallado item 1190: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1190
Reporte detallado item 1191: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1191
Reporte detallado item 1192: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1192
Reporte detallado item 1193: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1193
Reporte detallado item 1194: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1194
Reporte detallado item 1195: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1195
Reporte detallado item 1196: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1196
Reporte detallado item 1197: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1197
Reporte detallado item 1198: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1198
Reporte detallado item 1199: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1199
Reporte detallado item 1200: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1200
Reporte detallado item 1201: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1201
Reporte detallado item 1202: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1202
Reporte detallado item 1203: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1203
Reporte detallado item 1204: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1204
Reporte detallado item 1205: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1205
Reporte detallado item 1206: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1206
Reporte detallado item 1207: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1207
Reporte detallado item 1208: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1208
Reporte detallado item 1209: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1209
Reporte detallado item 1210: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1210
Reporte detallado item 1211: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1211
Reporte detallado item 1212: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1212
Reporte detallado item 1213: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1213
Reporte detallado item 1214: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1214
Reporte detallado item 1215: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1215
Reporte detallado item 1216: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1216
Reporte detallado item 1217: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1217
Reporte detallado item 1218: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1218
Reporte detallado item 1219: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1219
Reporte detallado item 1220: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1220
Reporte detallado item 1221: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1221
Reporte detallado item 1222: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1222
Reporte detallado item 1223: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1223
Reporte detallado item 1224: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1224
Reporte detallado item 1225: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1225
Reporte detallado item 1226: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1226
Reporte detallado item 1227: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1227
Reporte detallado item 1228: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1228
Reporte detallado item 1229: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1229
Reporte detallado item 1230: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1230
Reporte detallado item 1231: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1231
Reporte detallado item 1232: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1232
Reporte detallado item 1233: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1233
Reporte detallado item 1234: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1234
Reporte detallado item 1235: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1235
Reporte detallado item 1236: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1236
Reporte detallado item 1237: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1237
Reporte detallado item 1238: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1238
Reporte detallado item 1239: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1239
Reporte detallado item 1240: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1240
Reporte detallado item 1241: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1241
Reporte detallado item 1242: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1242
Reporte detallado item 1243: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1243
Reporte detallado item 1244: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1244
Reporte detallado item 1245: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1245
Reporte detallado item 1246: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1246
Reporte detallado item 1247: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1247
Reporte detallado item 1248: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1248
Reporte detallado item 1249: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1249
Reporte detallado item 1250: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1250
Reporte detallado item 1251: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1251
Reporte detallado item 1252: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1252
Reporte detallado item 1253: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1253
Reporte detallado item 1254: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1254
Reporte detallado item 1255: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1255
Reporte detallado item 1256: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1256
